account,sn,text,embed,uri,clean_uri,translated_text,label
meduza-unshackled.i.cancn.com.ap.brid.gy,32.0,"#kiev sunday stroll. military commisars helping a future ukranian f-35 pilot choose his career path in the ukranian capital they go for the ""ambush the asperger syndrome loner"" strategy.
https://t.me/no_mainstreamw/71194","external=External(description='Kiev Sunday stroll. Military commisars helping a future Ukranian F-35 pilot choose his career path In the Ukranian capital they go for the ""ambush the asperger syndrome loner"" strategy. Freest country', title='☦️ 🇷🇴🇷🇺🇬🇧🅉 No Mainstream', uri='https://t.me/no_mainstreamW/71194', thumb=BlobRef(mime_type='image/jpeg', size=26539, ref=IpldLink(link='bafkreicl525ilmwbfwi36s7jztpnbeqk524uk5lmnhjnwgppb6lajlm2f4'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/no_mainstreamW/71194,no_mainstreamw,"#kiev sunday stroll. military commisars helping a future ukranian f-35 pilot choose his career path in the ukranian capital they go for the ""ambush the asperger syndrome loner"" strategy.
https://t.me/no_mainstreamw/71194",1.0
jucoka.truthsocial.co.in.ap.brid.gy,5.0,"https://t.me/leblorikzov/173642
❗στην ινδία, σύμφωνα με όλες τις ενδείξεις, σημειώθηκε τρομοκρατική επίθεση. στην πρωτεύουσα εξερράγησαν δύο σταθμευμένα αυτοκίνητα. το ινδικό πρακτορείο ειδήσεων ani αναφέρει πολλαπλά θύματα μετά από δύο ισχυρές εκρήξεις στην πύλη νο 1 του κόκκι...","external=External(description='❗Στην Ινδία, σύμφωνα με όλες τις ενδείξεις, σημειώθηκε τρομοκρατική επίθεση. Στην πρωτεύουσα εξερράγησαν δύο σταθμευμένα αυτοκίνητα. Το ινδικό πρακτορείο ειδήσεων ANI αναφέρει πολλαπλά θύματα μετά από δύο ισχυρές εκρήξεις στην Πύλη Νο 1 του Κόκκινου Φρουρίου στο Δελχί, η οποία θεωρείται πολύ πολυσύχναστη περιοχή.', title='@leblorik Z🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺', uri='https://t.me/leblorikzov/173642', thumb=BlobRef(mime_type='image/jpeg', size=10840, ref=IpldLink(link='bafkreiclztlqzwvpotvr4q7vfv7u57mcw5q3zkghufy42u2ghtfpwje7ce'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/leblorikzov/173642,leblorikzov,"https://t.me/leblorikzov/173642
❗In india, by all indications, there has been a terrorist attack. two parked cars exploded in the capital. the indian news agency ani reports multiple casualties after two powerful explosions at gate number 1 of the red...",0.0
rvps2001.vonhaller.social.ap.brid.gy,31.0,"https://t.me/i20028843/269144
⚡️⚡️⚡️a bundeswehr report warns germany’s medical system is not ready for war. up to 1,000 wounded soldiers per day could overwhelm hospitals. supplies like medicines, blood, and bandages would run short, and hospitals could be targeted. source: bi...","external=External(description='⚡️⚡️⚡️A Bundeswehr report warns Germany’s medical system is not ready for war. Up to 1,000 wounded soldiers per day could overwhelm hospitals. Supplies like medicines, blood, and bandages would run short, and hospitals could be targeted. Source: BILD⚡️⚡️⚡️', title='🇷🇺IL RUSSO🇷🇺', uri='https://t.me/i20028843/269144', thumb=BlobRef(mime_type='image/jpeg', size=10143, ref=IpldLink(link='bafkreigncepalw6ik3iga2w5i2gv6wqxnyv4y44k6tso7xml24utlfacfm'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/i20028843/269144,i20028843,"https://t.me/i20028843/269144
⚡️⚡️⚡️a bundeswehr report warns germany’s medical system is not ready for war. up to 1,000 wounded soldiers per day could overwhelm hospitals. supplies like medicines, blood, and bandages would run short, and hospitals could be targeted. source: bi...",1.0
time.energiewende.social.ap.brid.gy,13.0,"https://t.me/internationalreporters_eng/5965
#trump announced the appointment of lawyer john cole as special envoy to #belarus. he also noted that the united states is working to free another 50 prisoners in the country. 🤩subscribe to international reporters in english","external=External(description='Trump announced the appointment of lawyer John Cole as special envoy to Belarus. He also noted that the United States is working to free another 50 prisoners in the country. 🤩Subscribe to International Reporters in English', title='International Reporters_eng', uri='https://t.me/internationalreporters_eng/5965', thumb=BlobRef(mime_type='image/jpeg', size=17686, ref=IpldLink(link='bafkreidypm2zdjhcjpob5h2c7elbv2pvgyrzgyaxocmjosqbz7ym6lc2yi'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/internationalreporters_eng/5965,internationalreporters_eng,"https://t.me/internationalreporters_eng/5965
#trump announced the appointment of lawyer john cole as special envoy to #belarus. he also noted that the united states is working to free another 50 prisoners in the country. 🤩subscribe to international reporters in english",1.0
rvps2001.vonhaller.social.ap.brid.gy,37.0,"the commissar's two kopecks, part 2/3: there's a developing - and critical - crisis in krasnoarmeysk, mirnograd, and #kupyansk. some estimate that up to 10.000 #afu personnel may be effectively encircled within these three areas. if that wasn't b...
https://t.me/slavyangrad/147350","external=External(description=""The Commissar's Two Kopecks, part 2/3: There's a developing - and critical - crisis in Krasnoarmeysk, Mirnograd, and Kupyansk. Some estimate that up to 10.000 AFU personnel may be effectively encircled within these three areas. If that wasn't bad enough, the sitation near Konstantinovka, Lyman, Seversk, and Guliaipole is gradually worsening. The AFU are stretched thin, undermanned, underequipped, and undersupplied, and there's a concrete chance that Krasnoarmeysk might be completely encircled like it happened to Mariupol. So, the Ukrobanderite leadership's real terror isn't the defeat on the battlefield by itself (although that too will hurt, because no festungs = nothing to really hold the RUAF back), but the defeat on the field of information warfare, domestically as well as abroad. Abroad, it would mean that the merry illusion that Banderastan is holding the Russians back and making them take crippling and unsustainable casualties is bursting at the seams, which has a non-zero chance of making the Circus…"", title='Slavyangrad', uri='https://t.me/Slavyangrad/147350', thumb=BlobRef(mime_type='image/jpeg', size=21741, ref=IpldLink(link='bafkreigt3tl62ygcbfscb57w5avek5lzuxqxv5lzff4aegd74uzl6gausq'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/Slavyangrad/147350,slavyangrad,"the commissar's two kopecks, part 2/3: there's a developing - and critical - crisis in krasnoarmeysk, mirnograd, and #kupyansk. some estimate that up to 10.000 #afu personnel may be effectively encircled within these three areas. if that wasn't b...
https://t.me/slavyangrad/147350",1.0
sanmarcos.bsky.social,3.0,"russia attacked the lozova community, kharkiv oblast, with four drones. there is damage to critical infrastructure and heating problems, — mayor
🤬
t.me/kharkivlife/...","images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=628685, ref=IpldLink(link='bafkreih5nqeox5ui56b5vio2w5srhdgbp5r4rl43g3mxbu4yxiaj2vadta'), py_type='blob'), aspect_ratio=AspectRatio(height=1280, width=960, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image'), Image(alt='', image=BlobRef(mime_type='image/jpeg', size=930557, ref=IpldLink(link='bafkreiaz7hvf5f4whz2yrq7ssular35i7gezp5ioyklfbjjk2fiofp5wym'), py_type='blob'), aspect_ratio=AspectRatio(height=1280, width=960, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image'), Image(alt='', image=BlobRef(mime_type='image/jpeg', size=821110, ref=IpldLink(link='bafkreiajgjljgqxdmkwdjp22kufn6ghpycscdilhom7fqpy2jbixpuowmq'), py_type='blob'), aspect_ratio=AspectRatio(height=1280, width=960, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image'), Image(alt='', image=BlobRef(mime_type='image/jpeg', size=805542, ref=IpldLink(link='bafkreidpzzs65lsjyx2xiuovzvpza6jdusudp3pzzlacodo7wl4exugx7m'), py_type='blob'), aspect_ratio=AspectRatio(height=1280, width=960, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'",t.me/kharkivlife/...,kharkivlife/...,"russia attacked the lozova community, kharkiv oblast, with four drones. there is damage to critical infrastructure and heating problems, — mayor
🤬
t.me/kharkivlife/...",0.0
realjournalism.merovingian.club.ap.brid.gy,35.0,"❗️ в ответ на террористические атаки украины по гражданским объектам на территории россии сегодня ночью вооруженными силами российской федерации нанесён групповой удар высокоточным оружием, в том числе гиперзвуковыми аэробаллистическими ракетами ...
https://t.me/ukr_2025_ru/277281","external=External(description='Главный по Украине Взаимный пиар https://t.me/ukr_2025_ruVP_bot Прислать новость: @RUkrainarubot Регистрация в Роскомнадзор: https://knd.gov.ru/license?id=67895a1c8e552d6b54c9e653®istryType;=bloggersPermission', title='Украина.ру', uri='https://t.me/ukr_2025_ru/277281', thumb=BlobRef(mime_type='image/jpeg', size=21361, ref=IpldLink(link='bafkreia64sd7el6bbus3f6ozn64p3f6gi5w5e7dz446cypkyyszz6z5kzq'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/ukr_2025_ru/277281,ukr_2025_ru,"❗️ in response to terrorist attacks by ukraine on civilian objects on the territory of russia tonight the armed forces of the russian federation launched a group strike with precision weapons, including hypersonic aeroballistic missiles ...
https://t.me/ukr_2025_ru/277281",1.0
putinsibs.bsky.social,27.0,"from t.me/pravda_geras...

💔#zelensky posthumously awarded journalists killed on the day of radio, television and communications workers

the president of #ukraine awarded #ukrainian and foreign journalists who showed courage and professionalism in covering the war.","images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=317551, ref=IpldLink(link='bafkreic6r4t77er4bunifgoyabga5qp6bumk2k3bmpmu3oxmap4uwsvxkm'), py_type='blob'), aspect_ratio=AspectRatio(height=1280, width=775, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'",t.me/pravda_geras...,pravda_geras...,"from t.me/pravda_geras...

💔#zelensky posthumously awarded journalists killed on the day of radio, television and communications workers

the president of #ukraine awarded #ukrainian and foreign journalists who showed courage and professionalism in covering the war.",0.0
putinsibs.bsky.social,1.0,"from t.me/pravdagerash...

#russian foreign ministry spokesperson #zakharova thinks that #europe has economic problems because it imposed sanctions on #russia (forced by the #united_states, no less).

note that #zakharova carefully avoids mentioning #russian economic problems.","video=BlobRef(mime_type='video/mp4', size=2015278, ref=IpldLink(link='bafkreifznjvztkxhvqiinbcxbxvhjofmcfq2xg6mx4piuvd2qhm32w2upe'), py_type='blob') alt=None aspect_ratio=AspectRatio(height=720, width=1280, py_type='app.bsky.embed.defs#aspectRatio') captions=None py_type='app.bsky.embed.video'",t.me/pravdagerash...,pravdagerash...,"from t.me/pravdagerash...

#russian foreign ministry spokesperson #zakharova thinks that #europe has economic problems because it imposed sanctions on #russia (forced by the #united_states, no less).

note that #zakharova carefully avoids mentioning #russian economic problems.",0.0
rvps2001.vonhaller.social.ap.brid.gy,32.0,"https://t.me/fr0m_russia_with_l0ve/65080
🎂 #russian president vladimir #putin congratulated the people's artist alexandra pakhmutova on her 96th birthday. the russian leader conveyed his congratulations to the birthday girl by phone right during the concert.","external=External(description=""🎂 Russian President Vladimir Putin congratulated the People's Artist Alexandra Pakhmutova on her 96th birthday. The Russian leader conveyed his congratulations to the birthday girl by phone right during the concert."", title='From Russia with Love ❤️', uri='https://t.me/fr0m_Russia_with_L0ve/65080', thumb=BlobRef(mime_type='image/jpeg', size=13800, ref=IpldLink(link='bafkreiac24b2g26svqzh44co2gq7j64vk7xvup7es4pjgnnrqjq7zgv3v4'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/fr0m_Russia_with_L0ve/65080,fr0m_russia_with_l0ve,"https://t.me/fr0m_russia_with_l0ve/65080
🎂 #russian president vladimir #putin congratulated the people's artist alexandra pakhmutova on her 96th birthday. the russian leader conveyed his congratulations to the birthday girl by phone right during the concert.",1.0
rvps2001.vonhaller.social.ap.brid.gy,18.0,"https://t.me/llordofwar/525204
‼️🇷🇺🇺🇦 the ministry of defense reported on night strikes on enemy targets ▪️the group strike was carried out with high-precision weapons, including kinzhal hypersonic aeroballistic missiles, and attack #uavs. ▪️the targets were military airfields,...","external=External(description='‼️🇷🇺🇺🇦 The Ministry of Defense reported on night strikes on enemy targets ▪️The group strike was carried out with high-precision weapons, including Kinzhal hypersonic aeroballistic missiles, and attack UAVs. ▪️The targets were military airfields, a Ukrainian Armed Forces radio and electronic intelligence center, a rocket depot for the Vilkha MLRS, as well as assembly shops and storage areas for long-range UAVs. ▪️The strike targets were achieved; all designated targets were hit. ⚠️. RV: |', title='Lord Of War', uri='https://t.me/llordofwar/525204', thumb=BlobRef(mime_type='image/jpeg', size=12803, ref=IpldLink(link='bafkreiae2q6aewosatb2kvd73jexa2lg5a6x4rycqei3kcjcjrgt3d44xi'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/llordofwar/525204,llordofwar,"https://t.me/llordofwar/525204
‼️🇷🇺🇺🇦 the ministry of defense reported on night strikes on enemy targets ▪️the group strike was carried out with high-precision weapons, including kinzhal hypersonic aeroballistic missiles, and attack #uavs. ▪️the targets were military airfields,...",1.0
